sentence,word,ner
309-32,Njegova,O
309-32,narcistična,O
309-32,patologija,O
309-32,je,O
309-32,bila,O
309-32,moteča,O
309-32,nekoč,O
309-32,",",O
309-32,ko,O
309-32,je,O
309-32,bil,O
309-32,še,O
309-32,»,O
309-32,mlad,O
309-32,in,O
309-32,neumen,O
309-32,«,O
309-32,",",O
309-32,vendar,O
309-32,je,O
309-32,moteča,O
309-32,še,O
309-32,danes,O
309-32,",",O
309-32,ko,O
309-32,je,O
309-32,star,O
309-32,in,O
309-32,bi,O
309-32,po,O
309-32,vseh,O
309-32,normativih,O
309-32,že,O
309-32,moral,O
309-32,biti,O
309-32,malce,O
309-32,bolj,O
309-32,umirjen,O
309-32,",",O
309-32,zrelejši,O
309-32,in,O
309-32,modrejši,O
309-32,.,O
309-33,Vendar,O
309-33,ni,O
309-33,–,O
309-33,vsaj,O
309-33,tako,O
309-33,deluje,O
309-33,.,O
309-34,Je,O
309-34,pa,O
309-34,vendarle,O
309-34,mogoče,O
309-34,",",O
309-34,da,O
309-34,bi,O
309-34,bil,O
309-34,–,O
309-34,oz.,O
309-34,bo,O
309-34,–,O
309-34,dober,O
309-34,predsednik,O
309-34,.,O
309-35,Clintonova,O
309-35,nikoli,O
309-35,ne,O
309-35,more,O
309-35,biti,O
309-35,dobra,O
309-35,predsednica,O
309-35,–,O
309-35,lahko,O
309-35,pa,O
309-35,njena,O
309-35,ekipa,O
309-35,",",O
309-35,četudi,O
309-35,z,O
309-35,njenim,O
309-35,možem,O
309-35,Billom,B-PER
309-35,na,O
309-35,čelu,O
309-35,–,O
309-35,solidno,O
309-35,in,O
309-35,spodobno,O
309-35,vlada,O
309-35,(,O
309-35,posredno,O
309-35,tudi,O
309-35,svetu,O
309-35,),O
309-35,.,O
309-36,Amerika,B-LOC
309-36,je,O
309-36,v,O
309-36,osnovi,O
309-36,konservativna,O
309-36,in,O
309-36,tudi,O
309-36,(,O
309-36,večinoma,O
309-36,katoliški,O
309-36,",",O
309-36,torej,O
309-36,verni,O
309-36,),O
309-36,demokrati,O
309-36,ne,O
309-36,bodo,O
309-36,dovolili,O
309-36,",",O
309-36,da,O
309-36,jim,O
309-36,–,O
309-36,zaradi,O
309-36,feminizma,O
309-36,–,O
309-36,zamre,O
309-36,družina,O
309-36,.,O
309-37,Predobro,O
309-37,namreč,O
309-37,vedo,O
309-37,",",O
309-37,da,O
309-37,če,O
309-37,jim,O
309-37,»,O
309-37,crkne,O
309-37,«,O
309-37,družina,O
309-37,",",O
309-37,jim,O
309-37,bodo,O
309-37,»,O
309-37,crknili,O
309-37,«,O
309-37,vsi,O
309-37,družbeni,O
309-37,podsistemi,O
309-37,.,O
309-38,Tega,O
309-38,pa,O
309-38,že,O
309-38,sami,O
309-38,moški,O
309-38,ne,O
309-38,bodo,O
309-38,dovolil,O
309-38,",",O
309-38,normalne,O
309-38,",",O
309-38,ženstvene,O
309-38,ženske,O
309-38,pa,O
309-38,tudi,O
309-38,ne,O
309-38,.,O
309-39,Foto,O
309-39,:,O
309-39,theweek.co.uk,O
309-39,.,O
309-40,Trumpova,O
309-40,ekipa,O
309-40,je,O
309-40,doslej,O
309-40,že,O
309-40,spoznala,O
309-40,",",O
309-40,kakšne,O
309-40,so,O
309-40,Donaldove,O
309-40,slabosti,O
309-40,.,O
309-41,Zato,O
309-41,jih,O
309-41,lahko,O
309-41,z,O
309-41,Donaldovim,O
309-41,privoljenjem,O
309-41,in,O
309-41,sodelovanjem,O
309-41,popravijo,O
309-41,in,O
309-41,očitno,O
309-41,jih,O
309-41,že,O
309-41,med,O
309-41,kampanjo,O
309-41,tudi,O
309-41,popravljajo,O
309-41,.,O
309-42,Trump,O
309-42,se,O
309-42,torej,O
309-42,lahko,O
309-42,malce,O
309-42,predrugači,O
309-42,in,O
309-42,normalizira,O
309-42,–,O
309-42,prelevi,O
309-42,v,O
309-42,(,O
309-42,dovolj,O
309-42,),O
309-42,dobrega,O
309-42,ameriškega,O
309-42,predsednika,O
309-42,.,O
309-43,Hillary,O
309-43,Clinton,O
309-43,pa,O
309-43,se,O
309-43,ne,O
309-43,more,O
309-43,predrugačiti,O
309-43,–,O
309-43,že,O
309-43,zato,O
309-43,ne,O
309-43,",",O
309-43,ker,O
309-43,se,O
309-43,spreminja,O
309-43,iz,O
309-43,dneva,O
309-43,v,O
309-43,dan,O
309-43,",",O
309-43,iz,O
309-43,meseca,O
309-43,v,O
309-43,mesec,O
309-43,",",O
309-43,iz,O
309-43,leta,O
309-43,v,O
309-43,leto,O
309-43,.,O
309-44,Lahko,O
309-44,se,O
309-44,torej,O
309-44,zgolj,O
309-44,in,O
309-44,samo,O
309-44,prepričljivo,O
309-44,igra,O
309-44,.,O
309-45,Svoje,O
309-45,zgodovine,O
309-45,pa,O
309-45,ne,O
309-45,more,O
309-45,spremeniti,O
309-45,.,O
309-46,To,O
309-46,",",O
309-46,kar,O
309-46,si,O
309-46,je,O
309-46,dovolila,O
309-46,kot,O
309-46,odvetnica,O
309-46,",",O
309-46,ko,O
309-46,je,O
309-46,na,O
309-46,začetku,O
309-46,svoje,O
309-46,odvetniške,O
309-46,kariere,O
309-46,branila,O
309-46,posiljevalskega,O
309-46,pedofila,O
309-46,",",O
309-46,ji,O
309-46,nikoli,O
309-46,ne,O
309-46,bo,O
309-46,v,O
309-46,čast,O
309-46,in,O
309-46,ponos,O
309-46,.,O
309-47,To,O
309-47,in,O
309-47,še,O
309-47,kopico,O
309-47,manjših,O
309-47,madežev,O
309-47,bo,O
309-47,imela,O
309-47,celo,O
309-47,življenje,O
309-47,.,O
309-48,Mnogi,O
309-48,so,O
309-48,avdio-vizualno,O
309-48,dokumentirani,O
309-48,.,O
309-49,Tudi,O
309-49,",",O
309-49,da,O
309-49,je,O
309-49,bila,O
309-49,nekoč,O
309-49,normalno,O
309-49,proti,O
309-49,istospolnim,O
309-49,porokam,O
309-49,(,O
309-49,in,O
309-49,posvojitvam,O
309-49,otrok,O
309-49,v,O
309-49,istospolno,O
309-49,partnersko,O
309-49,skupnost,O
309-49,),O
309-49,–,O
309-49,danes,O
309-49,je,O
309-49,to,O
309-49,mnenje,O
309-49,spremenila,O
309-49,…,O
309-49,ker,O
309-49,ji,O
309-49,to,O
309-49,politično,O
309-49,koristi,O
309-49,.,O
309-50,Takšne,O
309-50,hipokrizije,O
309-50,in,O
309-50,dvoličnosti,O
309-50,si,O
309-50,Trump,O
309-50,–,O
309-50,kljub,O
309-50,svoji,O
309-50,arogantnosti,O
309-50,in,O
309-50,»,O
309-50,ne-vem-čem-še,O
309-50,«,O
309-50,–,O
309-50,ne,O
309-50,privošči,O
309-50,.,O
309-51,Trumpovi,O
309-51,madeži,O
309-51,so,O
309-51,čisto,O
309-51,drugače,O
309-51,koncipirani,O
309-51,in,O
309-51,v,O
309-51,resnici,O
309-51,niso,O
309-51,tako,O
309-51,moteči,O
309-51,kot,O
309-51,madeži,O
309-51,Clintonove,O
309-51,.,O
309-52,Res,O
309-52,je,O
309-52,",",O
309-52,da,O
309-52,se,O
309-52,je,O
309-52,Trumpa,O
309-52,kot,O
309-52,predsednika,O
309-52,ZDA,O
309-52,mogoče,O
309-52,bolj,O
309-52,bati,O
309-52,kot,O
309-52,Clintonove,O
309-52,.,O
309-53,Toda,O
309-53,Trump,O
309-53,ima,O
309-53,večje,O
309-53,možnosti,O
309-53,",",O
309-53,da,O
309-53,nas,O
309-53,kot,O
309-53,predsednik,O
309-53,pozitivno,O
309-53,preseneti,O
309-53,.,O
309-54,Clintonova,O
309-54,pa,O
309-54,nas,O
309-54,kot,O
309-54,predsednica,O
309-54,lahko,O
309-54,pozitivno,O
309-54,preseneti,O
309-54,le,O
309-54,kot,O
309-54,ubogljiva,O
309-54,marioneta,O
309-54,–,O
309-54,in,O
309-54,to,O
309-54,",",O
309-54,če,O
309-54,bi,O
309-54,bila,O
309-54,slučajno,O
309-54,izvoljena,O
309-54,",",O
309-54,tudi,O
309-54,ne,O
309-54,bi,O
309-54,bilo,O
309-54,slabo,O
309-54,.,O
309-54,*,O
309-54,Roman,B-PER
309-54,Vodeb,I-PER
309-54,.,O
309-55,Roman,O
309-55,Vodeb,O
309-55,.,O
309-55,*,O
309-55,Kolumne,O
309-55,na,O
309-55,spletnem,O
309-55,mediju,O
309-55,ekoper.si,O
309-55,izražajo,O
309-55,osebno,O
309-55,mnenje,O
309-55,kolumnistov,O
309-55,in,O
309-55,ne,O
309-55,odražajo,O
309-55,nujno,O
309-55,stališča,O
309-55,urednikov,O
309-55,portala,O
309-55,.,O
322-0,Kdo,O
322-0,je,O
322-0,Donald,B-PER
322-0,Trump,B-PER
322-0,?,O
322-0,-,O
322-0,zurnal24,O
322-1,Donald,O
322-1,Trump,O
322-1,se,O
322-1,je,O
322-1,rodil,O
322-1,14.,O
322-1,junija,O
322-1,1946,O
322-1,v,O
322-1,Queensu,B-LOC
322-1,v,O
322-1,New,B-LOC
322-1,Yorku,I-LOC
322-1,.,O
322-2,Šolal,O
322-2,se,O
322-2,je,O
322-2,na,O
322-2,vojaški,O
322-2,akademiji,O
322-2,in,O
322-2,nato,O
322-2,diplomiral,O
322-2,iz,O
322-2,ekonomije,O
322-2,.,O
322-3,Leta,O
322-3,1971,O
322-3,je,O
322-3,prevzel,O
322-3,očetovo,O
322-3,nepremičninsko,O
322-3,in,O
322-3,gradbeno,O
322-3,podjetje,O
322-3,ter,O
322-3,iz,O
322-3,njega,O
322-3,ustvaril,O
322-3,imperij,O
322-3,.,O
322-4,Bil,O
322-4,je,O
322-4,tudi,O
322-4,lastnik,O
322-4,licence,O
322-4,za,O
322-4,lepotno,O
322-4,tekmovanje,O
322-4,za,O
322-4,Miss,B-MISC
322-4,Universe,I-MISC
322-4,",",O
322-4,ki,O
322-4,jo,O
322-4,je,O
322-4,lani,O
322-4,prodal,O
322-4,podjetju,O
322-4,WME,B-ORG
322-4,/,I-ORG
322-4,IMG,I-ORG
322-4,.,O
322-5,Čeprav,O
322-5,Trump,O
322-5,ni,O
322-5,nikoli,O
322-5,razglasil,O
322-5,osebnega,O
322-5,bankrota,O
322-5,",",O
322-5,je,O
322-5,med,O
322-5,letoma,O
322-5,1991,O
322-5,in,O
322-5,2009,O
322-5,bankrotiralo,O
322-5,šest,O
322-5,njegovih,O
322-5,hotelov,O
322-5,in,O
322-5,igralnic,O
322-5,",",O
322-5,ker,O
322-5,niso,O
322-5,uspeli,O
322-5,poplačati,O
322-5,dolga,O
322-5,bankam,O
322-5,",",O
322-5,delničarjem,O
322-5,in,O
322-5,drugim,O
322-5,.,O
322-6,Ker,O
322-6,se,O
322-6,je,O
322-6,pri,O
322-6,tem,O
322-6,skliceval,O
322-6,na,O
322-6,zakon,O
322-6,",",O
322-6,ki,O
322-6,omogoča,O
322-6,podjetjem,O
322-6,",",O
322-6,da,O
322-6,se,O
322-6,reorganizirajo,O
322-6,in,O
322-6,nadaljujejo,O
322-6,s,O
322-6,poslovanjem,O
322-6,kljub,O
322-6,bankrotu,O
322-6,",",O
322-6,so,O
322-6,vsi,O
322-6,hoteli,O
322-6,in,O
322-6,igralnice,O
322-6,normalno,O
322-6,delovali,O
322-6,.,O
322-7,Trump,O
322-7,je,O
322-7,takrat,O
322-7,dejal,O
322-7,",",O
322-7,da,O
322-7,s,O
322-7,pridom,O
322-7,izkorišča,O
322-7,zakonodajo,O
322-7,in,O
322-7,poskrbi,O
322-7,",",O
322-7,da,O
322-7,dela,O
322-7,v,O
322-7,njegovo,O
322-7,korist,O
322-7,.,O
322-8,Podal,O
322-8,se,O
322-8,je,O
322-8,tudi,O
322-8,v,O
322-8,svet,O
322-8,resničnostnih,O
322-8,šovov,O
322-8,",",O
322-8,ko,O
322-8,je,O
322-8,leta,O
322-8,2004,O
322-8,na,O
322-8,televizijske,O
322-8,zaslone,O
322-8,prišel,O
322-8,šov,O
322-8,The,B-MISC
322-8,Apprentice,I-MISC
322-8,",",O
322-8,ki,O
322-8,ga,O
322-8,je,O
322-8,Trump,O
322-8,gostil,O
322-8,in,O
322-8,produciral,O
322-8,.,O
322-9,Revija,O
322-9,Forbes,B-ORG
322-9,ga,O
322-9,je,O
322-9,letos,O
322-9,uvrstila,O
322-9,na,O
322-9,324.,O
322-9,mesto,O
322-9,med,O
322-9,najbogatejšimi,O
322-9,ljudmi,O
322-9,na,O
322-9,svetu,O
322-9,in,O
322-9,na,O
322-9,156.,O
322-9,mesto,O
322-9,na,O
322-9,lestvici,O
322-9,najbogatejših,O
322-9,Američanov,B-PER
322-9,.,O
322-10,Trump,O
322-10,je,O
322-10,bil,O
322-10,poročen,O
322-10,trikrat,O
322-10,.,O
322-11,V,O
322-11,zakonu,O
322-11,z,O
322-11,Ivano,B-PER
322-11,Trump,I-PER
322-11,so,O
322-11,se,O
322-11,mu,O
322-11,rodili,O
322-11,trije,O
322-11,otroci,O
322-11,",",O
322-11,Donald,B-PER
322-11,Jr.,I-PER
322-11,",",O
322-11,Ivanka,B-PER
322-11,in,O
322-11,Eric,B-PER
322-11,.,O
322-12,Po,O
322-12,ločitvi,O
322-12,od,O
322-12,Ivane,B-PER
322-12,je,O
322-12,bil,O
322-12,poročen,O
322-12,z,O
322-12,Marlo,B-PER
322-12,Maples,I-PER
322-12,",",O
322-12,s,O
322-12,katero,O
322-12,ima,O
322-12,hčerko,O
322-12,Tiffany,B-PER
322-12,.,O
322-13,Od,O
322-13,leta,O
322-13,2005,O
322-13,je,O
322-13,poročen,O
322-13,z,O
322-13,Melanio,B-PER
322-13,Trump,I-PER
322-13,",",O
322-13,s,O
322-13,katero,O
322-13,imata,O
322-13,sina,O
322-13,Barrona,B-PER
322-13,.,O
322-14,Trump,O
322-14,je,O
322-14,tudi,O
322-14,že,O
322-14,dedek,O
322-14,sedmim,O
322-14,vnukom,O
322-14,.,O
322-15,Znan,O
322-15,po,O
322-15,svojih,O
322-15,izjavah,O
322-15,.,O
322-16,Trump,O
322-16,je,O
322-16,skozi,O
322-16,svojo,O
322-16,kariero,O
322-16,znal,O
322-16,pritegniti,O
322-16,pozornost,O
322-16,s,O
322-16,svojimi,O
322-16,izjavami,O
322-16,.,O
322-17,Spodaj,O
322-17,je,O
322-17,nekaj,O
322-17,izbranih,O
322-17,:,O
322-17,"""",O
322-17,Če,O
322-17,bi,O
322-17,kdaj,O
322-17,kandidiral,O
322-17,",",O
322-17,bi,O
322-17,kandidiral,O
322-17,kot,O
322-17,republikanec,O
322-17,.,O
322-18,So,O
322-18,najbolj,O
322-18,neumna,O
322-18,skupina,O
322-18,volivcev,O
322-18,v,O
322-18,državi,O
322-18,.,O
322-19,Verjamejo,O
322-19,vsemu,O
322-19,",",O
322-19,kar,O
322-19,je,O
322-19,na,O
322-19,Fox,B-ORG
322-19,News,I-ORG
322-19,.,O
322-20,Lahko,O
322-20,bi,O
322-20,lagal,O
322-20,in,O
322-20,bi,O
322-20,to,O
322-20,požrli,O
322-20,.,O
322-21,Stavim,O
322-21,",",O
322-21,da,O
322-21,bi,O
322-21,bil,O
322-21,moj,O
322-21,rezultat,O
322-21,fantastičen,O
322-21,.,O
322-21,"""",O
322-21,(,O
322-21,People,B-ORG
322-21,Magazine,I-ORG
322-21,",",O
322-21,1998,O
322-21,),O
322-21,"""",O
322-21,Rad,O
322-21,najemam,O
322-21,ljudi,O
322-21,",",O
322-21,ki,O
322-21,sem,O
322-21,jih,O
322-21,videl,O
322-21,v,O
322-21,akciji,O
322-21,.,O
322-22,Pogosto,O
322-22,najemam,O
322-22,ljudi,O
322-22,",",O
322-22,ki,O
322-22,so,O
322-22,delali,O
322-22,za,O
322-22,drugo,O
322-22,stran,O
322-22,",",O
322-22,ki,O
322-22,jih,O
322-22,spoštujem,O
322-22,.,O
322-22,"""",O
322-22,(,O
322-22,Washington,B-ORG
322-22,Post,I-ORG
322-22,",",O
322-22,23,O
322-22,september,O
322-22,1989,O
322-22,),O
322-22,"""",O
322-22,Tega,O
322-22,ne,O
322-22,delam,O
322-22,za,O
322-22,denar,O
322-22,.,O
322-23,Imam,O
322-23,ga,O
322-23,dovolj,O
322-23,",",O
322-23,veliko,O
322-23,več,O
322-23,",",O
322-23,kot,O
322-23,ga,O
322-23,bom,O
322-23,kdaj,O
322-23,rabil,O
322-23,",",O
322-23,a,O
322-23,kljub,O
322-23,temu,O
322-23,delam,O
322-23,.,O
322-24,Sklepanje,O
322-24,pogodb,O
322-24,je,O
322-24,moja,O
322-24,umetnost,O
322-24,.,O
322-25,Drugi,O
322-25,ljudje,O
322-25,ustvarjajo,O
322-25,lepe,O
322-25,slike,O
322-25,na,O
322-25,platnih,O
322-25,ali,O
322-25,pišejo,O
322-25,čudovito,O
322-25,poezijo,O
322-25,.,O
322-25,"""",O
322-25,(,O
322-25,Trump,O
322-25,:,O
322-25,The,B-MISC
322-25,Art,I-MISC
322-25,of,I-MISC
322-25,the,I-MISC
322-25,Deal,I-MISC
322-25,",",O
322-25,1987,O
322-25,),O
322-25,"""",O
322-25,Zmagovalci,O
322-25,se,O
322-25,od,O
322-25,poražencev,O
322-25,ločijo,O
322-25,po,O
322-25,tem,O
322-25,",",O
322-25,kako,O
322-25,se,O
322-25,odzovejo,O
322-25,na,O
322-25,igro,O
322-25,usode,O
322-25,.,O
322-25,"""",O
322-25,(,O
322-25,Trumo,B-PER
322-25,:,O
322-25,Surviving,B-MISC
322-25,at,I-MISC
322-25,the,I-MISC
322-25,Top,I-MISC
322-25,",",O
322-25,1990,O
322-25,),O
322-25,"""",O
322-25,Rad,O
322-25,imam,O
322-25,lepe,O
322-25,ženske,O
322-25,in,O
322-25,lepe,O
322-25,ženske,O
322-25,imajo,O
322-25,rade,O
322-25,mene,O
322-25,.,O
322-26,Mora,O
322-26,biti,O
322-26,obojestransko,O
322-26,.,O
322-26,"""",O
322-26,(,O
322-26,v,O
322-26,intervjuju,O
322-26,z,O
322-26,norveškim,O
322-26,tv,O
322-26,voditeljem,O
322-26,Fredrikom,B-PER
322-26,Skavlanom,I-PER
322-26,",",O
322-26,november,O
322-26,2003,O
322-26,),O
322-26,"""",O
322-26,Brez,O
322-26,strasti,O
322-26,",",O
322-26,nimaš,O
322-26,energije,O
322-26,;,O
322-26,brez,O
322-26,energije,O
322-26,",",O
322-26,nimaš,O
322-26,ničesar,O
322-26,.,O
322-27,Nobena,O
322-27,velika,O
322-27,stvar,O
322-27,v,O
322-27,svetu,O
322-27,ni,O
322-27,bila,O
322-27,dosežena,O
322-27,brez,O
322-27,strasti,O
322-27,.,O
322-27,"""",O
322-27,(,O
322-27,Social,B-MISC
322-27,Networking,I-MISC
322-27,for,I-MISC
322-27,Authors,I-MISC
322-27,:,I-MISC
322-27,Untapped,I-MISC
322-27,Possivilities,I-MISC
322-27,for,I-MISC
322-27,Wealth,I-MISC
322-27,",",O
322-27,2009,O
322-27,),O
322-27,"""",O
322-27,Vse,O
322-27,ženske,O
322-27,na,O
322-27,The,O
322-27,Apprentice,O
322-27,so,O
322-27,se,O
322-27,spogledovale,O
322-27,z,O
322-27,menoj,O
322-27,–,O
322-27,zavedno,O
322-27,ali,O
322-27,nezavedno,O
322-27,.,O
322-28,To,O
322-28,je,O
322-28,za,O
322-28,pričakovati,O
322-28,.,O
322-28,"""",O
322-28,(,O
322-28,Ny,B-ORG
322-28,Daily,I-ORG
322-28,News,I-ORG
322-28,",",O
322-28,24.,O
322-28,marec,O
322-28,2004,O
322-28,),O
322-28,"""",O
322-28,Zelo,O
322-28,verjetno,O
322-28,je,O
322-28,",",O
322-28,da,O
322-28,bi,O
322-28,lahko,O
322-28,bil,O
322-28,prvi,O
322-28,predsedniški,O
322-28,kandidat,O
322-28,",",O
322-28,ki,O
322-28,bi,O
322-28,se,O
322-28,potegoval,O
322-28,za,O
322-28,predsedniško,O
322-28,mesto,O
322-28,in,O
322-28,pri,O
322-28,tem,O
322-28,zaslužil,O
322-28,.,O
322-28,"""",O
322-28,(,O
322-28,Jerry,B-PER
322-28,Useem,I-PER
322-28,",",O
322-28,»,O
322-28,What,B-MISC
322-28,Does,I-MISC
322-28,Donald,I-MISC
322-28,Trump,I-MISC
322-28,Really,I-MISC
322-28,Want,I-MISC
322-28,?,O
322-28,«,O
322-28,",",O
322-28,Fortune,B-ORG
322-28,",",O
322-28,3.,O
322-28,april,O
322-28,2000,O
322-28,),O
322-28,"""",O
322-28,Ljudje,O
322-28,mi,O
322-28,ves,O
322-28,čas,O
322-28,govorijo,O
322-28,",",O
322-28,da,O
322-28,želijo,O
322-28,",",O
322-28,da,O
322-28,kandidiram,O
322-28,…,O
322-29,Ni,O
322-29,mi,O
322-29,všeč,O
322-29,.,O
322-30,Si,O
322-30,lahko,O
322-30,predstavljate,O
322-30,",",O
322-30,kako,O
322-30,kontroverzen,O
322-30,bi,O
322-30,bil,O
322-30,?,O
322-31,Pomislite,O
322-31,na,O
322-31,Billa,B-PER
322-31,Clintona,I-PER
322-31,in,O
322-31,ženske,O
322-31,.,O
322-32,Kaj,O
322-32,pa,O
322-32,jaz,O
322-32,in,O
322-32,ženske,O
322-32,?,O
322-33,Si,O
322-33,predstavljate,O
322-33,?,O
322-33,"""",O
322-33,(,O
322-33,Hardball,B-MISC
322-33,with,I-MISC
322-33,Chris,I-MISC
322-33,Matthews,I-MISC
322-33,",",O
322-33,citiran,O
322-33,v,O
322-33,The,B-ORG
322-33,New,I-ORG
322-33,York,I-ORG
322-33,Post,I-ORG
322-33,),O
322-33,"""",O
322-33,Koncept,O
322-33,globalnega,O
322-33,segrevanja,O
322-33,so,O
322-33,ustvarili,O
322-33,Kitajce,B-PER
322-33,za,O
322-33,Kitajce,O
322-33,",",O
322-33,da,O
322-33,bi,O
322-33,naredili,O
322-33,ameriško,B-LOC
322-33,gospodarstvo,O
322-33,nekonkurenčno,O
322-33,.,O
322-33,"""",O
322-33,(,O
322-33,Twitter,B-MISC
322-33,",",O
322-33,6.,O
322-33,november,O
322-33,2012,O
322-33,),O
322-33,"""",O
322-33,26.000,O
322-33,neprijavljenih,O
322-33,spolnih,O
322-33,napadov,O
322-33,v,O
322-33,vojski,O
322-33,–,O
322-33,samo,O
322-33,238,O
322-33,obsodb,O
322-33,.,O
322-34,Kaj,O
322-34,so,O
322-34,ti,O
322-34,geniji,O
322-34,pričakovali,O
322-34,",",O
322-34,ko,O
322-34,so,O
322-34,dali,O
322-34,moške,O
322-34,in,O
322-34,ženske,O
322-34,skupaj,O
322-34,?,O
322-34,"""",O
322-34,(,O
322-34,Twitter,O
322-34,",",O
322-34,7.,O
322-34,maj,O
322-34,2013,O
322-34,),O
322-34,"""",O
322-34,Če,O
322-34,Hillary,B-PER
322-34,Clinton,I-PER
322-34,ne,O
322-34,more,O
322-34,zadovoljiti,O
322-34,moža,O
322-34,",",O
322-34,zakaj,O
322-34,misli,O
322-34,",",O
322-34,da,O
322-34,lahko,O
322-34,zadovolji,O
322-34,Ameriko,O
322-34,?,O
322-34,"""",O
322-34,(,O
322-34,Donald,O
322-34,Trump,O
322-34,v,O
322-34,tvitu,O
322-34,",",O
322-34,ki,O
322-34,ga,O
322-34,je,O
322-34,kasneje,O
322-34,izbrisal,O
322-34,",",O
322-34,16.,O
322-34,april,O
322-34,2015,O
322-34,),O
322-34,"""",O
322-34,Tiha,O
322-34,večina,O
322-34,je,O
322-34,nazaj,O
322-34,in,O
322-34,bo,O
322-34,vzela,O
322-34,državo,O
322-34,nazaj,O
322-34,.,O
322-34,"""",O
322-34,(,O
322-34,govor,O
322-34,v,O
322-34,Phoenixu,B-LOC
322-34,",",O
322-34,Fox,B-ORG
322-34,News,I-ORG
322-34,Insider,I-ORG
322-34,",",O
322-34,12.,O
322-34,julij,O
322-34,2015,O
322-34,),O
322-34,"""",O
322-34,ZDA,B-LOC
322-34,bodo,O
322-34,povabile,O
322-34,El,B-PER
322-34,Chapa,I-PER
322-34,",",O
322-34,mehiškega,O
322-34,mamilarskega,O
322-34,lorda,O
322-34,",",O
322-34,ki,O
322-34,je,O
322-34,pravkar,O
322-34,pobegnil,O
322-34,iz,O
322-34,zapora,O
322-34,",",O
322-34,da,O
322-34,postane,O
322-34,ameriški,O
322-34,državljan,O
322-34,",",O
322-34,ker,O
322-34,naši,O
322-34,',O
322-34,voditelji,O
322-34,',O
322-34,ne,O
322-34,znajo,O
322-34,reči,O
322-34,ne,O
322-34,!,O
322-34,"""",O
322-34,(,O
322-34,Twitter,O
322-34,",",O
322-34,12.,O
322-34,julij,O
322-34,2015,O
322-34,),O
322-34,"""",O
322-34,Sem,O
322-34,republikanec,O
322-34,",",O
322-34,sem,O
322-34,konzervativec,O
322-34,",",O
322-34,sem,O
322-34,na,O
322-34,prvem,O
322-34,mestu,O
322-34,",",O
322-34,želim,O
322-34,kandidirati,O
322-34,kot,O
322-34,republikanec,O
322-34,in,O
322-34,mislim,O
322-34,",",O
322-34,da,O
322-34,bom,O
322-34,osvojil,O
322-34,nominacijo,O
322-34,…,O
322-34,[,O
322-34,Hillary,O
322-34,Clinton,O
322-34,],O
322-34,je,O
322-34,z,O
322-34,najslabša,O
322-34,državna,O
322-34,sekretarka,O
322-34,v,O
322-34,zgodovini,O
322-34,te,O
322-34,države,O
322-34,.,O
322-35,Premagana,O
322-35,bo,O
322-35,in,O
322-35,jaz,O
322-35,sem,O
322-35,tisti,O
322-35,",",O
322-35,ki,O
322-35,jo,O
322-35,bom,O
322-35,premagal,O
322-35,.,O
322-35,"""",O
322-35,(,O
322-35,»,O
322-35,Donald,O
322-35,Trump,O
322-35,tours,O
322-35,Mexican,O
322-35,border,O
322-35,with,O
322-35,Texas,B-LOC
322-35,«,O
322-35,",",O
322-35,BBC,B-ORG
322-35,",",O
322-35,23.,O
322-35,julij,O
322-35,2015,O
322-35,),O
322-35,"""",O
322-35,Hillary,O
322-35,je,O
322-35,dejala,O
322-35,",",O
322-35,da,O
322-35,zaradi,O
322-35,orožja,O
322-35,nisi,O
322-35,varen,O
322-35,.,O
322-36,Če,O
322-36,v,O
322-36,to,O
322-36,res,O
322-36,verjame,O
322-36,",",O
322-36,naj,O
322-36,zahteva,O
322-36,",",O
322-36,da,O
322-36,se,O
322-36,njene,O
322-36,močno,O
322-36,oborožene,O
322-36,varnostnike,O
322-36,takoj,O
322-36,razoroži,O
322-36,.,O
322-36,"""",O
322-36,(,O
322-36,Trumpova,B-PER
322-36,objava,O
322-36,na,O
322-36,Facebooku,B-MISC
322-36,",",O
322-36,ki,O
322-36,je,O
322-36,bila,O
322-36,citirana,O
322-36,v,O
322-36,»,O
322-36,Trump,O
322-36,:,O
322-36,Hillary,O
322-36,Clinton,O
322-36,Should,O
322-36,Disarm,O
322-36,Her,O
322-36,Bodyguards,O
322-36,If,O
322-36,She,O
322-36,Really,O
322-36,Believes,O
322-36,’,O
322-36,Guns,O
322-36,Don,O
322-36,’,O
322-36,t,O
322-36,Keep,O
322-36,You,O
322-36,Safe,O
322-36,’,O
322-36,«,O
322-36,",",O
322-36,Awr,B-PER
322-36,Hawkins,I-PER
322-36,",",O
322-36,Breitbart,B-ORG
322-36,",",O
322-36,3.,O
322-36,januar,O
322-36,2016,O
322-36,),O
322-36,"""",O
322-36,Grozen,O
322-36,predsednik,O
322-36,je,O
322-36,",",O
322-36,najverjetneje,O
322-36,se,O
322-36,bo,O
322-36,zapisal,O
322-36,kot,O
322-36,najslabši,O
322-36,predsednik,O
322-36,v,O
322-36,zgodovini,O
322-36,.,O
322-37,Bil,O
322-37,je,O
322-37,totalna,O
322-37,katastrofa,O
322-37,.,O
322-37,"""",O
322-37,(,O
322-37,o,O
322-37,Baracku,B-PER
322-37,Obamu,I-PER
322-37,v,O
322-37,intervjuju,O
322-37,za,O
322-37,WJLA,B-ORG
322-37,",",O
322-37,2.,O
322-37,avgust,O
322-37,2016,O
322-37,),O
